id_registro,fecha,estado_reporte,es_futuro_simulado,dia_semana,id_cuenta_google,nombre_cuenta_google,responsable_cuenta,codigo_pais,pais,region,moneda,id_alias,alias,producto,id_campana,nombre_campana,canal_anuncio,dispositivo,estrategia_puja,estado_campana,presupuesto_diario,impresiones,clics,ctr,cpc_medio,inversion,conversiones,tasa_conversion,cpa,arpu_esperado_7d,arpu_esperado_30d,ltr_esperado_365d,ingresos_esperados_7d,ingresos_esperados_30d,ingresos_ltr_esperados,roas_7d,roas_30d,roas_ltr,beneficio_esperado_30d,beneficio_esperado_ltr,ratio_rentabilidad_ltr,margen_beneficio_ltr,puntuacion_calidad,flag_calidad_datos,evento_sintetico
REC-004434,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-24,BB_DE_GAM_D_08_24,Juegos,CMP-008-24,DE_GAM_Discovery_GADS-008,Discovery,movil,Maximizar conversiones,activa,2200.0,23396,921,0.03941,0.63,578.4,50,0.05429,11.57,1.91,4.93,15.23,95.68,246.68,761.61,0.1654,0.4265,1.3168,-331.72,183.21,0.3168,0.2406,9,ok,sin_evento
REC-004416,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-06,BB_DE_GAM_S_08_06,Juegos,CMP-008-06,DE_GAM_Search_GADS-008,Busqueda,movil,Maximizar conversiones,activa,1600.0,75996,5010,0.06593,0.35,1730.03,583,0.11637,2.97,0.72,2.46,6.8,419.6,1435.96,3962.33,0.2425,0.83,2.2903,-294.07,2232.3,1.2903,0.5634,9,ok,sin_evento
REC-004420,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-10,BB_DE_GAM_S_08_10,Juegos,CMP-008-10,DE_GAM_Search_GADS-008,Busqueda,escritorio,tCPA,activa,2200.0,31494,2681,0.08513,0.84,2243.44,208,0.07758,10.79,2.04,5.35,14.23,424.49,1112.89,2959.4,0.1892,0.4961,1.3191,-1130.55,715.96,0.3191,0.2419,9,ok,sin_evento
REC-004437,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-27,BB_DE_GAM_S_08_27,Juegos,CMP-008-27,DE_GAM_Search_GADS-008,Busqueda,movil,Maximizar conversiones,activa,2200.0,50161,3715,0.07407,0.57,2125.45,497,0.13378,4.28,0.98,3.15,8.92,489.17,1566.37,4433.87,0.2301,0.737,2.0861,-559.08,2308.42,1.0861,0.5206,9,ok,sin_evento
REC-004411,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-01,BB_DE_GAM_U_08_01,Juegos,CMP-008-01,DE_GAM_UAC_GADS-008,UAC,escritorio,Maximizar valor de conversion,activa,400.0,121596,6290,0.05173,0.07,440.67,391,0.06216,1.13,0.37,0.95,3.01,144.11,372.68,1175.19,0.327,0.8457,2.6668,-67.99,734.52,1.6668,0.625,9,ok,sin_evento
REC-004421,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-11,BB_DE_LIF_D_08_11,Estilo de vida,CMP-008-11,DE_LIF_Discovery_GADS-008,Discovery,movil,Maximizar valor de conversion,activa,1200.0,89366,4004,0.04481,0.35,1392.61,165,0.04121,8.44,1.45,3.65,11.27,239.0,601.67,1859.13,0.1716,0.432,1.335,-790.94,466.52,0.335,0.2509,8,ok,sin_evento
REC-004427,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-17,BB_DE_LIF_D_08_17,Estilo de vida,CMP-008-17,DE_LIF_Discovery_GADS-008,Discovery,movil,Maximizar conversiones,activa,1600.0,27501,1296,0.04715,0.76,985.25,73,0.05633,13.5,1.61,4.62,12.61,117.72,337.21,920.7,0.1195,0.3423,0.9345,-648.04,-64.55,-0.0655,-0.0701,8,ok,sin_evento
REC-004440,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-30,BB_DE_LIF_S_08_30,Estilo de vida,CMP-008-30,DE_LIF_Search_GADS-008,Busqueda,movil,tCPA,activa,3000.0,22409,1867,0.08332,1.17,2188.0,149,0.07981,14.68,1.37,3.88,11.17,204.45,577.69,1663.7,0.0934,0.264,0.7604,-1610.31,-524.3,-0.2396,-0.3151,7,ok,sin_evento
REC-004426,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-16,BB_DE_LRN_D_08_16,Formación,CMP-008-16,DE_LRN_Discovery_GADS-008,Discovery,escritorio,tCPA,activa,2200.0,77251,3111,0.04027,0.68,2129.41,150,0.04822,14.2,1.8,6.09,16.07,269.46,913.88,2410.31,0.1265,0.4292,1.1319,-1215.53,280.9,0.1319,0.1165,7,ok,sin_evento
REC-004415,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-05,BB_DE_LRN_Y_08_05,Formación,CMP-008-05,DE_LRN_YouTube_GADS-008,YouTube,movil,Maximizar valor de conversion,activa,1600.0,96351,3234,0.03357,0.49,1590.0,82,0.02536,19.39,2.03,5.46,15.32,166.51,448.04,1256.6,0.1047,0.2818,0.7903,-1141.96,-333.4,-0.2097,-0.2653,6,ok,sin_evento
REC-004418,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,DE,Alemania,Europa,EUR,ALIAS-08-08,BB_DE_MOB_Y_08_08,Contenido móvil,CMP-008-08,DE_MOB_YouTube_GADS-008,YouTube,movil,Maximizar valor de conversion,activa,250.0,76488,2344,0.03065,0.11,256.74,116,0.04949,2.21,0.69,1.89,5.06,79.7,219.61,586.76,0.3104,0.8554,2.2854,-37.13,330.02,1.2854,0.5624,8,ok,sin_evento
REC-004435,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-25,BB_NL_ENT_Y_08_25,Entretenimiento,CMP-008-25,NL_ENT_YouTube_GADS-008,YouTube,tablet,Maximizar conversiones,activa,1600.0,43517,1390,0.03195,0.78,1085.85,66,0.04748,16.45,1.75,4.21,12.46,115.46,277.6,822.64,0.1063,0.2557,0.7576,-808.25,-263.21,-0.2424,-0.32,8,ok,sin_evento
REC-004431,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-21,BB_NL_FIT_PM_08_21,Fitness,CMP-008-21,NL_FIT_PerformanceMax_GADS-008,Performance Max,escritorio,tCPA,activa,1600.0,28209,1179,0.04182,0.9,1065.38,99,0.08397,10.76,1.6,5.08,13.91,158.65,502.7,1376.69,0.1489,0.4719,1.2922,-562.68,311.31,0.2922,0.2261,8,ok,sin_evento
REC-004413,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-03,BB_NL_FIT_Y_08_03,Fitness,CMP-008-03,NL_FIT_YouTube_GADS-008,YouTube,movil,Maximizar conversiones,activa,400.0,22317,924,0.04141,0.43,396.71,44,0.04762,9.02,1.74,4.41,13.52,76.42,194.17,594.83,0.1926,0.4895,1.4994,-202.54,198.12,0.4994,0.3331,9,ok,sin_evento
REC-004433,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-23,BB_NL_GAM_D_08_23,Juegos,CMP-008-23,NL_GAM_Display_GADS-008,Display,movil,Maximizar valor de conversion,activa,1200.0,92298,2572,0.02787,0.46,1189.54,95,0.03694,12.52,1.82,5.7,15.11,172.74,541.07,1435.23,0.1452,0.4549,1.2065,-648.47,245.69,0.2065,0.1712,9,ok,sin_evento
REC-004439,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-29,BB_NL_LIF_D_08_29,Estilo de vida,CMP-008-29,NL_LIF_Display_GADS-008,Display,movil,Maximizar conversiones,activa,2200.0,19263,489,0.02543,0.49,238.79,8,0.01636,29.85,2.09,6.66,19.42,16.71,53.25,155.33,0.07,0.223,0.6505,-185.54,-83.46,-0.3495,-0.5373,8,ok,sin_evento
REC-004414,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,NL,Países Bajos,Europa,EUR,ALIAS-08-04,BB_NL_LIF_S_08_04,Estilo de vida,CMP-008-04,NL_LIF_Search_GADS-008,Busqueda,movil,Maximizar valor de conversion,activa,1200.0,16177,1370,0.08469,0.94,1287.68,109,0.07956,11.81,1.59,3.53,11.06,172.97,384.24,1206.0,0.1343,0.2984,0.9366,-903.44,-81.68,-0.0634,-0.0677,8,ok,sin_evento
REC-004428,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-18,BB_SE_ENT_D_08_18,Entretenimiento,CMP-008-18,SE_ENT_Display_GADS-008,Display,escritorio,Maximizar conversiones,activa,250.0,65761,1339,0.02036,0.22,290.6,77,0.05751,3.77,1.02,2.74,7.84,78.89,211.27,603.84,0.2715,0.727,2.0779,-79.33,313.24,1.0779,0.5187,8,ok,sin_evento
REC-004417,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-07,BB_SE_ENT_U_08_07,Entretenimiento,CMP-008-07,SE_ENT_UAC_GADS-008,UAC,movil,tCPA,activa,3000.0,48087,2121,0.04412,0.82,1748.35,161,0.07591,10.86,1.72,5.05,14.25,276.39,813.53,2294.59,0.1581,0.4653,1.3124,-934.82,546.24,0.3124,0.2381,7,ok,sin_evento
REC-004436,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-26,BB_SE_FIT_DG_08_26,Fitness,CMP-008-26,SE_FIT_DemandGen_GADS-008,Demand Gen,movil,Maximizar valor de conversion,activa,3000.0,14777,503,0.03406,0.74,373.2,19,0.03777,19.64,1.64,4.49,13.94,31.07,85.22,264.9,0.0833,0.2283,0.7098,-287.98,-108.3,-0.2902,-0.4088,7,ok,sin_evento
REC-004438,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-28,BB_SE_FIT_D_08_28,Fitness,CMP-008-28,SE_FIT_Discovery_GADS-008,Discovery,movil,Maximizar valor de conversion,activa,600.0,34086,1253,0.03678,0.49,616.36,65,0.05188,9.48,1.75,4.87,13.39,114.04,316.83,870.39,0.185,0.514,1.4121,-299.53,254.03,0.4121,0.2919,8,ok,sin_evento
REC-004424,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-14,BB_SE_FIT_PM_08_14,Fitness,CMP-008-14,SE_FIT_PerformanceMax_GADS-008,Performance Max,movil,Maximizar valor de conversion,activa,600.0,23892,1403,0.05875,0.42,586.17,123,0.08767,4.77,1.36,3.0,9.46,167.72,368.82,1164.07,0.2861,0.6292,1.9859,-217.35,577.9,0.9859,0.4964,9,ok,sin_evento
REC-004432,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-22,BB_SE_GAM_S_08_22,Juegos,CMP-008-22,SE_GAM_Search_GADS-008,Busqueda,movil,Maximizar valor de conversion,activa,1200.0,8717,559,0.06417,1.19,662.92,56,0.10018,11.84,1.98,5.86,15.98,111.16,328.02,895.14,0.1677,0.4948,1.3503,-334.9,232.22,0.3503,0.2594,8,ok,sin_evento
REC-004419,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-09,BB_SE_LIF_D_08_09,Estilo de vida,CMP-008-09,SE_LIF_Display_GADS-008,Display,movil,ROAS objetivo,activa,1600.0,22397,583,0.02607,0.51,295.28,18,0.03087,16.4,1.38,3.91,11.66,24.79,70.32,209.97,0.084,0.2381,0.7111,-224.96,-85.31,-0.2889,-0.4063,8,ok,sin_evento
REC-004412,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-02,BB_SE_MOB_D_08_02,Contenido móvil,CMP-008-02,SE_MOB_Display_GADS-008,Display,movil,Maximizar valor de conversion,activa,600.0,60715,1339,0.02206,0.52,696.63,31,0.02315,22.47,2.12,5.25,14.69,65.59,162.76,455.32,0.0942,0.2336,0.6536,-533.87,-241.31,-0.3464,-0.53,8,ok,sin_evento
REC-004423,2026-06-15,historico,False,lunes,GADS-008,Basebone_DACH_Subscriptions,DACH,SE,Suecia,Europa,SEK,ALIAS-08-13,BB_SE_MOB_S_08_13,Contenido móvil,CMP-008-13,SE_MOB_Search_GADS-008,Busqueda,escritorio,Maximizar conversiones,activa,1200.0,41801,3675,0.08794,0.36,1330.67,454,0.12354,2.93,0.9,2.23,6.2,407.6,1013.26,2813.94,0.3063,0.7615,2.1147,-317.41,1483.27,1.1147,0.5271,8,ok,sin_evento
REC-004465,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-25,BB_ES_ENT_U_09_25,Entretenimiento,CMP-009-25,ES_ENT_UAC_GADS-009,UAC,escritorio,ROAS objetivo,activa,850.0,96361,3832,0.03978,0.21,821.1,212,0.05532,3.87,0.89,2.57,7.39,187.91,543.82,1565.79,0.2289,0.6623,1.9069,-277.28,744.69,0.9069,0.4756,7,ok,sin_evento
REC-004449,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-09,BB_ES_FIT_DG_09_09,Fitness,CMP-009-09,ES_FIT_DemandGen_GADS-009,Demand Gen,movil,Maximizar valor de conversion,activa,3000.0,47255,1530,0.0324,0.62,951.95,115,0.07516,8.28,1.44,3.88,11.56,166.0,446.07,1328.97,0.1744,0.4686,1.3961,-505.88,377.02,0.3961,0.2837,8,ok,sin_evento
REC-004442,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-02,BB_ES_FIT_PM_09_02,Fitness,CMP-009-02,ES_FIT_PerformanceMax_GADS-009,Performance Max,movil,Maximizar valor de conversion,activa,400.0,62255,2540,0.0408,0.18,461.82,236,0.09291,1.96,0.63,1.45,4.6,149.32,342.97,1086.51,0.3233,0.7426,2.3527,-118.85,624.69,1.3527,0.575,8,ok,sin_evento
REC-004460,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-20,BB_ES_FIT_PM_09_20,Fitness,CMP-009-20,ES_FIT_PerformanceMax_GADS-009,Performance Max,movil,Maximizar conversiones,activa,3000.0,66970,3782,0.05648,0.81,3070.15,239,0.06319,12.85,1.19,3.23,10.24,283.81,771.32,2446.46,0.0924,0.2512,0.7969,-2298.83,-623.69,-0.2031,-0.2549,8,ok,sin_evento
REC-004463,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-23,BB_ES_GAM_U_09_23,Juegos,CMP-009-23,ES_GAM_UAC_GADS-009,UAC,escritorio,ROAS objetivo,activa,600.0,67221,3785,0.05632,0.18,680.18,249,0.06579,2.73,0.72,2.15,5.96,179.35,534.85,1483.76,0.2637,0.7863,2.1814,-145.33,803.58,1.1814,0.5416,10,ok,sin_evento
REC-004457,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-17,BB_ES_GAM_Y_09_17,Juegos,CMP-009-17,ES_GAM_YouTube_GADS-009,YouTube,movil,ROAS objetivo,activa,3000.0,85227,2453,0.02878,0.51,1255.86,123,0.05014,10.21,1.48,4.02,11.63,181.84,494.11,1429.91,0.1448,0.3934,1.1386,-761.75,174.05,0.1386,0.1217,9,ok,sin_evento
REC-004464,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-24,BB_ES_GAM_Y_09_24,Juegos,CMP-009-24,ES_GAM_YouTube_GADS-009,YouTube,movil,Maximizar valor de conversion,activa,1600.0,97620,3641,0.0373,0.51,1858.18,166,0.04559,11.19,1.29,3.6,10.84,214.2,598.07,1799.28,0.1153,0.3219,0.9683,-1260.11,-58.9,-0.0317,-0.0327,8,ok,sin_evento
REC-004454,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-14,BB_ES_LIF_DG_09_14,Estilo de vida,CMP-009-14,ES_LIF_DemandGen_GADS-009,Demand Gen,escritorio,Maximizar conversiones,activa,1200.0,62708,3027,0.04828,0.42,1261.66,151,0.04988,8.36,1.14,3.13,8.28,172.3,473.08,1250.56,0.1366,0.375,0.9912,-788.58,-11.1,-0.0088,-0.0089,7,ok,sin_evento
REC-004470,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-30,BB_ES_LIF_D_09_30,Estilo de vida,CMP-009-30,ES_LIF_Discovery_GADS-009,Discovery,movil,Maximizar conversiones,activa,400.0,37557,1818,0.04841,0.23,426.78,71,0.03905,6.01,1.14,3.21,8.71,80.75,227.7,618.06,0.1892,0.5335,1.4482,-199.08,191.28,0.4482,0.3095,7,ok,sin_evento
REC-004453,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-13,BB_ES_LRN_DG_09_13,Formación,CMP-009-13,ES_LRN_DemandGen_GADS-009,Demand Gen,movil,Maximizar conversiones,activa,1200.0,63653,2538,0.03988,0.48,1229.0,144,0.05674,8.53,1.65,4.62,12.61,237.36,665.12,1816.25,0.1931,0.5412,1.4778,-563.88,587.25,0.4778,0.3233,9,ok,sin_evento
REC-004466,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-26,BB_ES_LRN_D_09_26,Formación,CMP-009-26,ES_LRN_Discovery_GADS-009,Discovery,escritorio,ROAS objetivo,activa,250.0,37944,1882,0.0496,0.16,292.01,86,0.0457,3.4,0.94,2.71,7.11,81.23,233.21,611.43,0.2782,0.7986,2.0939,-58.8,319.42,1.0939,0.5224,8,ok,sin_evento
REC-004469,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-29,BB_ES_LRN_PM_09_29,Formación,CMP-009-29,ES_LRN_PerformanceMax_GADS-009,Performance Max,movil,tCPA,activa,1600.0,80823,3516,0.0435,0.46,1625.34,326,0.09272,4.99,1.05,3.23,9.3,341.86,1052.64,3033.38,0.2103,0.6476,1.8663,-572.7,1408.04,0.8663,0.4642,10,ok,sin_evento
REC-004456,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-16,BB_ES_LRN_U_09_16,Formación,CMP-009-16,ES_LRN_UAC_GADS-009,UAC,movil,ROAS objetivo,activa,600.0,53086,2382,0.04488,0.26,620.54,147,0.06171,4.22,0.93,2.85,8.62,136.6,418.82,1266.59,0.2201,0.6749,2.0411,-201.72,646.05,1.0411,0.5101,10,ok,sin_evento
REC-004450,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-10,BB_ES_MOB_PM_09_10,Contenido móvil,CMP-009-10,ES_MOB_PerformanceMax_GADS-009,Performance Max,movil,Maximizar valor de conversion,activa,400.0,19883,860,0.04328,0.47,406.92,86,0.1,4.73,0.84,2.83,7.25,72.37,243.2,623.62,0.1778,0.5977,1.5325,-163.72,216.7,0.5325,0.3475,8,ok,sin_evento
REC-004468,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-28,BB_ES_MOB_S_09_28,Contenido móvil,CMP-009-28,ES_MOB_Search_GADS-009,Busqueda,movil,Maximizar conversiones,activa,3000.0,35973,2286,0.06356,0.86,1958.85,270,0.11811,7.25,0.89,3.03,8.19,239.03,817.31,2210.24,0.122,0.4172,1.1283,-1141.54,251.39,0.1283,0.1137,10,ok,sin_evento
REC-004458,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,ES,España,Europa,EUR,ALIAS-09-18,BB_ES_MOB_Y_09_18,Contenido móvil,CMP-009-18,ES_MOB_YouTube_GADS-009,YouTube,movil,Maximizar conversiones,activa,850.0,40309,1290,0.03201,0.54,697.35,62,0.04806,11.25,0.95,3.08,8.06,59.03,191.02,499.98,0.0846,0.2739,0.717,-506.33,-197.37,-0.283,-0.3948,7,ok,sin_evento
REC-004451,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,IT,Italia,Europa,EUR,ALIAS-09-11,BB_IT_ENT_D_09_11,Entretenimiento,CMP-009-11,IT_ENT_Display_GADS-009,Display,escritorio,tCPA,activa,3000.0,152119,3791,0.02492,0.4,1499.45,75,0.01978,19.99,1.76,4.25,13.1,132.01,318.61,982.33,0.088,0.2125,0.6551,-1180.84,-517.12,-0.3449,-0.5264,8,ok,sin_evento
REC-004467,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,IT,Italia,Europa,EUR,ALIAS-09-27,BB_IT_ENT_PM_09_27,Entretenimiento,CMP-009-27,IT_ENT_PerformanceMax_GADS-009,Performance Max,escritorio,ROAS objetivo,activa,2200.0,103841,5232,0.05039,0.49,2543.04,436,0.08333,5.83,1.26,3.27,8.84,551.3,1424.0,3855.96,0.2168,0.56,1.5163,-1119.04,1312.92,0.5163,0.3405,8,ok,sin_evento
REC-004445,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,IT,Italia,Europa,EUR,ALIAS-09-05,BB_IT_GAM_S_09_05,Juegos,CMP-009-05,IT_GAM_Search_GADS-009,Busqueda,movil,Maximizar conversiones,activa,3000.0,28987,2222,0.07668,0.71,1577.4,179,0.08056,8.81,1.29,3.51,10.95,231.73,628.11,1960.18,0.1469,0.3982,1.2427,-949.29,382.78,0.2427,0.1953,8,ok,sin_evento
REC-004444,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,IT,Italia,Europa,EUR,ALIAS-09-04,BB_IT_LIF_DG_09_04,Estilo de vida,CMP-009-04,IT_LIF_DemandGen_GADS-009,Demand Gen,movil,Maximizar valor de conversion,activa,850.0,59531,2952,0.0496,0.34,1000.16,215,0.07283,4.65,1.01,2.61,7.68,217.13,560.38,1650.16,0.2171,0.5603,1.6499,-439.78,650.0,0.6499,0.3939,8,ok,sin_evento
REC-004448,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,IT,Italia,Europa,EUR,ALIAS-09-08,BB_IT_MOB_S_09_08,Contenido móvil,CMP-009-08,IT_MOB_Search_GADS-009,Busqueda,movil,ROAS objetivo,activa,250.0,47539,3326,0.06997,0.08,251.36,294,0.08839,0.85,0.28,0.77,2.17,83.47,226.25,637.78,0.3321,0.9001,2.5373,-25.11,386.42,1.5373,0.6059,9,ok,sin_evento
REC-004462,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,IT,Italia,Europa,EUR,ALIAS-09-22,BB_IT_MOB_U_09_22,Contenido móvil,CMP-009-22,IT_MOB_UAC_GADS-009,UAC,movil,Maximizar conversiones,activa,600.0,21091,1238,0.05871,0.51,625.36,85,0.06866,7.36,0.81,2.36,7.29,69.02,200.92,619.4,0.1104,0.3213,0.9905,-424.44,-5.96,-0.0095,-0.0096,9,ok,sin_evento
REC-004446,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-06,BB_MX_FIT_PM_09_06,Fitness,CMP-009-06,MX_FIT_PerformanceMax_GADS-009,Performance Max,movil,ROAS objetivo,activa,1600.0,80141,4168,0.05201,0.4,1667.75,307,0.07366,5.43,0.67,1.92,5.92,205.22,589.71,1817.89,0.1231,0.3536,1.09,-1078.04,150.14,0.09,0.0826,9,ok,sin_evento
REC-004452,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-12,BB_MX_FIT_PM_09_12,Fitness,CMP-009-12,MX_FIT_PerformanceMax_GADS-009,Performance Max,movil,ROAS objetivo,activa,3000.0,106903,4415,0.0413,0.37,1615.02,293,0.06636,5.51,0.66,2.22,5.82,194.2,649.94,1706.36,0.1202,0.4024,1.0566,-965.08,91.34,0.0566,0.0535,8,ok,sin_evento
REC-004447,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-07,BB_MX_FIT_U_09_07,Fitness,CMP-009-07,MX_FIT_UAC_GADS-009,UAC,movil,tCPA,activa,1200.0,126085,6221,0.04934,0.2,1258.22,309,0.04967,4.07,0.73,2.18,6.13,224.43,673.44,1892.98,0.1784,0.5352,1.5045,-584.78,634.76,0.5045,0.3353,9,ok,sin_evento
REC-004459,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-19,BB_MX_GAM_S_09_19,Juegos,CMP-009-19,MX_GAM_Search_GADS-009,Busqueda,movil,Maximizar conversiones,activa,3000.0,63880,4793,0.07504,0.46,2182.18,317,0.06614,6.88,0.8,1.91,5.67,252.06,605.25,1798.27,0.1155,0.2774,0.8241,-1576.93,-383.91,-0.1759,-0.2135,8,ok,sin_evento
REC-004443,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-03,BB_MX_LIF_U_09_03,Estilo de vida,CMP-009-03,MX_LIF_UAC_GADS-009,UAC,movil,tCPA,activa,400.0,110980,5915,0.05331,0.08,447.8,386,0.06526,1.16,0.28,0.88,2.61,109.05,341.31,1005.73,0.2435,0.7622,2.2459,-106.49,557.93,1.2459,0.5548,8,ok,sin_evento
REC-004461,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-21,BB_MX_LIF_Y_09_21,Estilo de vida,CMP-009-21,MX_LIF_YouTube_GADS-009,YouTube,movil,Maximizar conversiones,activa,400.0,89617,2432,0.02715,0.17,413.96,150,0.06168,2.76,0.51,1.54,4.38,76.39,231.45,657.72,0.1845,0.5591,1.5888,-182.51,243.76,0.5888,0.3706,7,ok,sin_evento
REC-004441,2026-06-15,historico,False,lunes,GADS-009,Basebone_Iberia,Iberia,MX,México,LATAM,MXN,ALIAS-09-01,BB_MX_LRN_PM_09_01,Formación,CMP-009-01,MX_LRN_PerformanceMax_GADS-009,Performance Max,movil,Maximizar valor de conversion,activa,2200.0,70270,2836,0.04037,0.35,993.42,199,0.07017,4.99,0.73,2.68,6.86,145.96,533.68,1365.25,0.1469,0.5372,1.3743,-459.74,371.83,0.3743,0.2724,8,ok,sin_evento
